1	So that means tomorrow cruda segura lol	positive	 lang1 lang1 lang1 lang1 lang2 lang2 lang1
15	@Nathaliaa_Bitch lmao yeah sure el tuyo parece ke te lo iso un lil kid	neutral	 other lang1 lang1 lang1 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang1 lang1
16	@Gaaybee ha do n't lie los mios bolian a febrezee xD	neutral	 other lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang2 mixed other
17	@Gaaybee lo levantaste con una de tus bombas lmao	positive	 other lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang1
18	I 'm an asshole to gabby lol ok ya	negative	 lang1 lang1 lang1 lang1 lang1 ne lang1 lang1 lang2
19	@Gaaybee actually yo me bajaba porke te echabas unos pedos bien apestosos ke no aguantaba fumigabas todo el room xD	negative	 other lang1 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 ambiguous lang2 lang2 lang2 lang2 lang1 other
20	@Gaaybee ha u know is true parece ke te esta dando un atake xD	positive	 other lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other
21	Nobody can make gabby laugh like I do ✌😂😆 asta parece mongolita lmao	positive	 lang1 lang1 lang1 ne lang1 lang1 lang1 lang1 other lang2 lang2 lang2 lang1
22	@Nathaliaa_Bitch ha ratchet as N xD parece u al revvez	negative	 other lang2 lang1 lang1 ne other lang2 lang1 lang2 lang2
23	Gabby is just saying that cuzs I gave her , her fav gum and le planche sus pelos de elote lol jk jk	positive	 ne lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang2 lang2 lang2 lang1 lang1 lang1
24	Should I give oomf the candy nawh mejor me lo como yo lol	neutral	 lang1 lang1 lang1 lang1 lang1 lang1 unk lang2 lang2 lang2 lang2 lang2 lang1
25	I was gonna buy summ spur gumn for oomf but then I remembered that shes on a diet so mejor no lol	neutral	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 ambiguous lang1
26	Cuzs today I swear I 'm not doing anything nothing at all fui fui fui	neutral	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1
27	Manager got us tacos and everyone is just chilling lol	positive	 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1
28	The hug she gave me en la morning >>>>	positive	 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang1 other
29	Is your name sabado cuzs that ass is gigante lol	neutral	 lang1 lang1 lang1 ne lang1 lang1 lang1 lang1 ne lang1
30	I 'm the type of person that would get drunk af do stupid shit darme unos chingasos call or text my crush and the next day i will do it again	negative	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1
31	I 'm just hoping my crush venga today : *	positive	 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang1 other other
32	Came to buy a torta and una gordita for my bro	neutral	 lang1 lang1 lang1 lang1 lang2 lang1 lang2 lang2 lang1 lang1 lang1
33	Hola chikita estoy bien buenote kieres ser mi novia lmao - Pañiaguas	positive	 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang1 other ne
34	@Nathaliaa_Bitch Nigga my tat ai n't even fucked up otra cosa ke tu no saves ni leer ha	negative	 other ne lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang2 lang2 lang1 lang2 lang2 lang1
35	Oomf anda de buenas pues ke abra comido lol	positive	 lang1 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang1
36	She used to hate barbacoa but it was just cuzs she did n't knew how to eat it the right way ha	negative	 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1
37	I was eating tacos de barbacoa RN and me akorde de oomf lol	positive	 lang1 lang1 lang1 lang1 lang2 lang2 ne lang1 lang1 lang2 lang2 lang1 lang1
38	De ke te kiero te kiero pendeja pero rogarte ? Ha ni ke estuvieras tan Buena ;)	neutral	 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other lang1 lang2 lang2 lang2 lang2 lang2 other
39	She 's a good cuñada lol	positive	 lang1 lang1 ambiguous lang1 lang2 lang1
40	Just woke up De my nap w itzayana	neutral	 lang1 lang1 lang1 lang2 lang1 lang1 ambiguous ne
41	Kuando me vaya a LA or mexico IMA take my queen ❤	neutral	 lang2 lang2 lang2 lang2 ne lang1 ne lang1 lang1 lang1 lang1 other
42	Chillin en el apt con yazmin y lesly	neutral	 lang1 lang2 lang2 lang2 lang2 ne lang2 ne
43	This guy made cookies other one made tamales other guy made cookies another guy made mole a girl made fresas I made ensalda De pollo	neutral	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang2 lang1 lang1 lang2 lang2 lang2
44	@GBalderramah lol lo ke sobre the llevo	neutral	 other lang1 lang2 lang2 lang2 lang1 lang2
45	Tragando tamales in class lol	neutral	 lang2 lang2 lang1 lang1 lang1
46	Bien mexican	positive	 lang2 lang1
47	And maybe me llevo a la nohemi al restaurant ha	neutral	 lang1 lang1 lang2 lang2 lang2 lang2 lang2 lang2 lang1 lang2
48	Here w josue at the apt eating tamales sopas chocolates cookies juices and all that good shit ha	positive	 lang1 lang1 ne lang1 lang1 lang1 lang1 lang1 lang2 ambiguous lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1
49	Yo oiero ir a ver a gloria trevi today :/	negative	 lang2 lang2 lang2 ambiguous lang2 lang2 ne lang2 lang1 other
50	Cuzs then itzayana me va a kitar lo ke me dieron -.-	negative	 lang1 lang1 ne lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other
51	My belly hurts comi mucho chocolate	negative	 lang1 lang1 lang1 lang2 lang2 ambiguous
52	Me viera agarrado algo but I never thought me me iba ablar	neutral	 lang2 lang2 lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2
53	She thought the chocolate and teddy bear eran pa Ella lol	positive	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang1
54	Crush said she loves me cuzs me di chocolate	positive	 ne lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang1
55	Tengo ke aprovechar mis last mins single	positive	 lang2 lang2 lang2 lang2 lang1 lang1 lang1
56	I do n't really like sopa de conchas	negative	 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2
57	Me vale madre lo ke digan tus padres ke soy pandillero pelon y visto baggie	negative	 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang1
58	My phone looks ratchet todo crack	neutral	 lang1 lang1 lang1 lang1 lang2 lang1
59	Eres una cualkiera yes u are .	negative	 lang2 lang2 lang2 lang1 lang1 lang1 other
60	Finna go a McDonalds con la nohemi	neutral	 ne lang1 lang1 ne lang2 lang2 ne
61	""" Ni kulo me van a dar ni una tokadita "" lmfao nohemi"	positive	 other lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other lang1 ne
62	Lol just cuzs va andar de forever alone	negative	 lang1 lang1 lang1 lang2 lang2 lang2 lang1 lang1
63	Nohemi cook for me summ kesadiyas >>>	neutral	 ne lang1 lang1 lang1 lang1 lang2 other
64	Escapate te doy 2 mins aki estoy afuera ♥	neutral	 lang2 lang2 lang2 other lang1 lang2 lang2 lang2 other
65	Gonna download that game hopefully no me ponga toda mad cuzs lo borro	negative	 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang2 lang1 lang1 lang2 lang2
66	The manager did n't know the boss was my cuñada ora si ya le bajo a sus huevitos	negative	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2
67	This nigga is singing mi nina travieza lmfao bien feo	negative	 lang1 lang1 lang1 lang1 lang2 lang2 lang2 ne lang2 lang2
68	Mhm no wonder why they used to call me changa when i was lil	neutral	 unk lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1
69	I wish she would come back that women se olvido de mi smh	negative	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang2 lang1
70	Me Interesas by noel torres >>>>	neutral	 lang2 lang2 lang1 ne ne other
71	Or mejor I go to my brothers house	neutral	 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1
72	Seen ur ex suegra is awkward af	negative	 lang1 lang1 lang1 lang2 lang1 lang1 lang1
73	Vayanse alv ha I got all kinds of color pants	neutral	 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1
74	If u think I jusy want u cuzs ur money heoo no bitch tas loka	negative	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 unk lang1 lang1 lang2 lang2
75	But I told jaime ke iba ir a su house to play xbox	neutral	 lang1 lang1 lang1 ne lang2 lang2 lang2 lang2 lang2 lang1 lang1 lang1 ne
76	No la buskes hija muy bonita por ke al paso del tiempo se le kita - my dad lol bien gay	neutral	 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other lang1 lang1 lang1 lang2 lang1
77	Not playing w females nomore I judt got slap por andar de pendejita	negative	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang2
78	"My dad calls my friends "" flor , luz "" and all that shit"	negative	 lang1 lang1 lang1 lang1 lang1 other lang2 other lang2 other lang1 lang1 lang1 lang1
79	I brought the sueter my gma gave me ♥ form mexico lol	neutral	 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 other lang1 ne lang1
80	""" @Carloszx_Fwm : Lo mato and ill take her gf lmfao "" lol too funny"	positive	 other other other lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1
81	Micaela micaela ke tu tienes alma mia lol	positive	 ne ne lang2 lang2 lang2 lang2 lang2 lang1
82	I made tostadas for me and her and she 's makin sadwiches lol	neutral	 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1
83	Me and yazmin were looking at that milby page and we told nohemi and her bitchass hide lmfao ya la cache	negative	 lang1 lang1 ne lang1 lang1 lang1 lang1 ne lang1 lang1 lang1 lang1 ne lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2
84	Ayyy I wanna go home -.- no to my brother 's apt ayi me dan puras wings and pizza	negative	 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang2 ne lang2 lang1 lang1 lang1
85	My manager is gay lol so ya somos amiguis xD	positive	 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 other
86	I want sus eyes they idk badass	positive	 lang1 lang1 lang2 lang1 lang1 lang1 lang1
87	My manager is so cool el chimuelo no el de los cute eyes si lol	positive	 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang2 lang2 lang2 lang1 lang1 lang2 ambiguous
88	Kuzs he 's always passin me churros and all that good shit	positive	 ne lang1 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1
89	Nomas kuzs mis tattoos	neutral	 lang2 lang1 lang2 lang1
90	"My manager 's name is gabby and I show her my tattoo she was all like "" awww I feel special u got my name tatted up "" ha se emociono lol"	positive	 lang1 lang1 lang1 lang1 lang1 ne lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang2 lang2 lang2 lang1
91	Damm me duele mi cabezota	negative	 lang1 lang2 lang2 lang2 lang2
92	Nohemi was all panikiada and shit too cuzs she thought it was her sis	negative	 ne lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1
93	Pero chill a nigga still single I already explain to her watt I mean	neutral	 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1
94	Lmao la mom de yazmin me dijo ke me oigo bien mamona lol	neutral	 lang1 lang2 lang1 lang2 ne lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang1
95	I gotta do ensalada de pollo for my English class lol	neutral	 lang1 lang1 lang1 lang2 lang2 lang2 lang1 lang1 lang1 lang1 lang1
96	My dad la puso a mi nombre since I was lil :)	positive	 lang1 lang1 lang2 lang2 lang2 lang2 lang2 lang1 lang1 lang1 lang1 other
97	The fact that my cuñada is the boss >>>>	neutral	 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 other
98	My fam siempre me echan carriya cuzs of the tattoo its funny tho lol	positive	 lang1 lang1 lang2 lang2 lang2 lang2 ne lang1 lang1 lang1 lang1 lang1 lang1 lang1
99	We all here waiting pa ke juege mex :)	positive	 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang2 other
100	"Lmao my dad told me to get "" soy una estupida "" tatted up on my forehead for getting my ex name tatted up smh it was funny cuz my friends here"	negative	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang2 lang2 lang2 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1
101	Finally ya I 'm calm after everything that happened today	positive	 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1
102	14 more mins pa ke ya me vaya alv	neutral	 other lang1 lang1 lang2 lang2 lang2 lang2 lang2 lang2
103	Finna eat summ hot fries w chamoy later on :)	positive	 ne lang1 lang1 lang1 lang1 lang1 lang2 lang1 lang1 other
104	At least ami no me mandaron tanto a la chingada como a nohemi lmao	negative	 lang1 lang1 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 ne ne lang1
105	Y aya nos casamos y te presento a mi abuela she knows how to cook so u do n't gotta worry about cooking for me lol	positive	 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1
106	Y si no kieres te robo y te vas conmigo a mexico lol	positive	 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang1
107	Nomas te kieres creer bien important npw	neutral	 lang2 lang2 lang2 lang2 lang2 lang1 lang2
108	You know I miss u so why I gotta text u I miss u if u already know tampoko te emociomes lol	neutral	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang1
109	I do n't accept both of yalls dare no no no el coco no	neutral	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang2 lang2 lang2
110	Se kemo pokito but fuck it	negative	 lang2 lang2 lang2 lang1 lang1 lang1
111	I always go to sleep w a t-shirt del same color de mis boxers that 's just me	neutral	 lang1 lang1 lang1 lang1 lang1 ambiguous lang1 lang1 lang2 lang1 lang1 lang2 lang2 lang1 lang1 lang1 lang1 lang1
112	Me and nohemi are waiting for everyone to go to sleep so we can male summ arroz con leche lol	neutral	 lang1 lang1 ne lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang1
113	A mi me decian quintina kuando era chikita lol	positive	 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang1
114	@_2Gay4You_ ha pos have fun its pretty te subes al horse its cute lol	positive	 other lang2 ambiguous lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang1 lang1 lang1 lang1
115	""" @_2Gay4You_ : I have never been to kemah tbh . "" Lol ta bien caro -.- se me fue todo cheke"	negative	 other other other lang1 lang1 lang1 lang1 lang1 ne lang1 other other lang1 lang2 lang2 lang2 other lang2 lang2 lang2 lang2 lang2
116	Then en un game oomf me aplasto -.-	negative	 lang1 lang2 lang2 lang1 lang1 lang2 lang2 other
117	We got on the horse w summ teddy bears and un alien parecia ke llevavamos toda la fam lol	neutral	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ne lang1 lang1 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang1
118	What about me and u go to kemah again y nos subimos al caballo lol	neutral	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ne lang1 lang2 lang2 lang2 lang2 lang2 lang1
119	Itzayana is my niña travieza ♥	positive	 ne lang1 lang1 lang2 lang2 other
120	@YaretzyOrtiiz lol nomas pokito ha	neutral	 other lang1 lang2 lang2 lang1
121	Bien buenota lol	positive	 lang2 lang2 lang1
122	Ah !! Y si estoy ardido	negative	 lang2 other lang1 lang2 lang2 lang2
123	I 'm letting my eyebrows grow cuzs pinche vieja pendeja fucked them up	negative	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang1 lang1 lang1
124	Summ people do n't like spm but fuck their opinion ha	negative	 lang1 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1
125	Pero komo dicen hoes always gonna be hoes	negative	 lang2 lang2 lang2 lang1 lang1 lang1 lang1 lang1
126	Asi ke ven y dime kuanto me amas asi ke ven y dime kuanto me extrañas por tu amor yo bajaria asta so infinito .....	positive	 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang1 lang2 other
127	Made a mexican hamburger ( tortilla , keso , jamon , and mayonesa ) ;)	positive	 lang1 lang1 lang1 lang1 other lang2 other lang2 other lang2 other lang1 lang2 other other
128	"Eliseo calls me "" primate "" lol funny or "" mono """	positive	 ne lang1 lang1 other lang1 other lang1 lang1 lang1 other lang2 other
129	Idc if u do n't like tekila I do so u and ur opinion can gtfo	negative	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ambiguous lang1 lang1
130	The reason why I 'm single 1- cuzs me mandaron a la chingada lol 2- cuzs I 'm trying to save money ( girls are expensive )	negative	 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang2 lang2 lang2 lang2 lang2 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 other
131	Ni me akordaba lol	neutral	 lang2 lang2 lang2 lang1
132	Tomorrow i gotta work and todavia ando en el pedo lol	neutral	 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang2 lang2 lang1
133	Waiting on my cuñada so she can pick me up to go to work	neutral	 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1
134	( el ruido de tus zapatos ) baby that 's still your song ;)	positive	 other lang2 lang2 lang2 lang2 lang2 other lang1 lang1 lang1 lang1 lang1 lang1 other
135	I was gonna get drunk tonight pero then me dijieron I had to work lol fml	negative	 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang1 lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1
136	Ya lo se ke aunke tu no me kieras yo siempre te rekordare mirame dime ke aunke te pida te llore de ruege y te implore no vas a volver	negative	 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang1 lang2 lang2 lang2 lang2
137	Well aver ke	neutral	 lang1 lang2 lang2
138	She 's was all emocionada and shit	positive	 lang1 lang1 lang1 lang1 lang2 lang1 lang1
139	Lol ya ni yo	neutral	 lang1 lang2 lang2 lang2
140	I was gonna go a vee a gerardo ortiz but mayne its to fuckin cold	negative	 lang1 lang1 lang1 lang1 lang2 lang1 lang1 ne ne lang1 lang1 lang1 lang1 lang1 lang1
141	When I wake up my hairs looks como ke lo lambio la vaca -.-	negative	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang2 lang2 lang2 other
142	Se pasaron de verga con este cold rt	negative	 lang2 lang2 lang2 lang2 lang2 lang2 lang1 lang1
143	This teacher tellin us we gotta get amrry before aflojar la tortilla	neutral	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2
144	Hopefully vaya :)	positive	 lang1 lang2 other
145	Toda mongola and shit	negative	 lang2 lang2 lang1 lang1
146	And when I see u siento mariposas	positive	 lang1 lang1 lang1 lang1 lang1 lang2 lang2
147	My dad got summ tamales	neutral	 lang1 lang1 lang1 lang1 lang2
148	Alguien se comio mi torta Lol	neutral	 lang2 lang2 lang2 lang2 lang2 lang1
149	La mom de eliseo said ke tengo la cabeza de teletuvi smh -.-	negative	 lang2 lang1 lang2 ne lang1 lang2 lang2 lang2 lang2 lang2 mixed lang1 other
150	"This girls sneak out and are like "" no mames denle lmao"	negative	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang2 lang2 lang2 lang1
151	Y de pasada las eyebrows	neutral	 lang2 lang2 lang2 lang2 lang1
152	Why ? Cuzs u ai n't shit ni mi dad me dice ke aser menos tu	negative	 lang1 other lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang1 lang2 lang2 lang2 lang2 lang2 lang2
153	@Janetthhhh_ lmao luego buelo bien gacho y no pulleo hoes ;)	positive	 other lang1 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other
154	I was born on beans and rice oh and sandwich y huevo ( danny ) lol	positive	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang2 other ne other lang1
155	Ke al diablo con los gaupos lol	negative	 lang2 lang2 lang2 lang2 lang2 lang2 lang1
156	But the her mom told us to stop cuzs nos ivan a cachar lol	neutral	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ne lang2 lang2 lang2 lang2 lang1
157	I remember when me and oomf used to get out during lunch pa komprar gorditas lol	positive	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang1
158	I did n't went to 1 and ya se me iso tarde to go to 2 mmmm	neutral	 lang1 lang1 lang1 lang1 lang1 other lang1 lang2 lang2 lang2 lang2 lang2 lang1 lang1 lang1 other lang1
159	I mias chavez rt	neutral	 lang1 lang2 ne ambiguous
160	50$ por un VIP lap dance	neutral	 other lang2 lang2 lang1 lang1 lang1
161	@83Marijose yess es mi primer dia en la milby lol	positive	 other lang1 lang2 lang2 lang2 lang2 lang2 lang2 lang1 lang1
162	El guy ke esta atras de mi ta heart broken	neutral	 lang2 lang1 lang2 lang2 lang2 lang2 lang2 lang2 lang1 lang1
163	I need otros 3 months and then maybe	neutral	 lang1 lang1 lang2 other lang1 lang1 lang1 lang1
164	Kuzs I mean nomas tengo like 1 month single	neutral	 lang1 lang1 lang1 lang2 lang2 lang1 other lang1 lang1
165	I have the chance to go out w her pero I know I 'm just gonna hurt her	negative	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1
166	@Nathaliaa_Bitch I can n't lmao me mandaromandarins bien bonito alv ha	negative	 other lang1 lang1 lang1 lang1 lang2 mixed lang2 lang2 lang2 lang1
167	In class toda sleepy	neutral	 lang1 lang1 lang2 lang1
168	That 's why I 'm going w her pa ke me de una advil lol	positive	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang2 lang2 ne lang1
169	1 . Ke they accept me en la milby 2.ke medieron una shot and me andaba muriendo & 3.ke me acabo de caer del techo lol	neutral	 other other lang2 lang1 lang1 lang1 lang2 lang2 lang1 unk lang2 lang2 lang1 lang1 lang2 lang2 lang2 other lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang1
170	Ima go w gma rn a contarle el chisme	neutral	 lang1 lang1 lang1 lang2 lang1 lang2 lang2 lang2 lang2
171	Pero ahh idc	neutral	 lang2 lang2 lang1
172	Me pase de verga lol pero I was just trying to be funny	neutral	 lang2 lang2 lang2 lang2 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1
173	Finally se kedo viendo la novela and no anda de metiche lol	neutral	 lang1 lang2 lang2 lang2 lang2 lang2 lang1 lang2 lang2 lang2 lang2 lang1
174	Cuzs se lo va a chingar lol	negative	 lang1 lang2 lang2 lang2 lang2 lang2 lang1
175	I hope itzayana nunka tenga bf	negative	 lang1 lang1 ne lang2 lang2 lang1
176	Pero nadie la conoce mas ke yo lol	neutral	 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang1
177	Nomas la cara la tiene de niña buena lol	neutral	 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang1
178	For now on u do n't count y voy aserle komo nunka te conoci	negative	 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang2 lang2 lang2 lang2
179	De tekila si pero de los otros no lol	neutral	 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang1
180	Ya no kiero ke me den shots	neutral	 lang2 lang2 lang2 lang2 lang2 lang2 lang1
181	Today me dieron una pinche shot y me rompieron mi corazonsito npw	negative	 lang1 lang2 lang2 lang2 lang2 lang1 lang2 lang2 lang2 lang2 lang2 lang1
182	@anitaaa___ pura yolo life lol	neutral	 other lang2 lang1 lang1 lang1
183	@anitaaa___ ah empezar el monday bien lol	positive	 other lang2 lang2 lang2 lang1 lang2 lang1
