106	@ reema _ omer @ BushraGohar @ QasimKhanSuri @ Ali _ MuhammadPTI Pakhtoon k haqooq ki jang nahi punjab k haqooq ki jung pak … https // t . co / R7pjojNwre	negative	 O Eng O Eng O Eng O Hin O Eng O Hin Hin Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Hin O Hin
146	@ cooladitaya @ khanumarfa Ye sale is desh ke kabhi sage nahin ho sakte Ye gaddar hain Inke sath kadi se kadi kanun … https // t co / 0HuukV4zK2	negative	 O Hin O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng Eng O Eng
150	@ HYUN7lN saf baby (( i ’ m sorry i wasn ’ t online i hope you ’ re sleeping well though i love you	positive	 O Hin Hin Hin O Hin O Eng Hin Hin Hin O Eng Eng Eng Eng Eng O Eng Eng Eng Eng Eng Hin Hin
157	@ Nevveon Real life k log chor diye hain mene already jo snakes thy ab internet k chorne hain ... i'm sad for no reason solmon (((	negative	 O Eng Eng Eng Hin Hin Hin Hin Hin Hin Eng Eng Eng Eng Hin Eng Eng Hin Hin O Hin Hin Eng Eng Eng Eng O
167	@ mjdawar Mohsin DawarTweets daikho aur kuch kha ker mar jao Bayghayrat insanTum aur Ali Wazir harami ho . Pakistan … https // t . co / i9vB0emof3	negative	 O Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Eng O Eng O Eng
174	@ AnupamPKher Kuch media channel dikh rahe hai ki inke upar kai prakaar ke criminal cases hai shame on this type of media channel	negative	 O Hin Hin Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Eng Hin Hin Eng Eng Eng Eng Eng Eng
175	@ EkThaEngg @ AnupamPKher Abe mc .. nhi malum to ammi mat chuda bsdk .. grahm stains ko dara singh ne mara tha adivasiy … https // t . co / cL4elcDUe8	negative	 O Hin O Hin Hin Hin O Hin Hin Hin Hin Hin Hin Hin O Eng Eng Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Hin O Eng
182	@ tamashbeen _ Well chara Chor ke chele this news is a year old ...	negative	 O Eng O Eng Eng Hin Hin Hin Eng Eng Eng Eng Eng Eng O
216	Twitter k baghair apna roza mumkin nahi hota ? Apna chutiyaap dusron per thopna band karo Bhai ! https // t . co / APKD4G8lh0	positive	 Eng Hin Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng O Eng O Eng
252	Oh haha the soldier is reading American Gods hardy har har thanks for reminding everyone of your OTHER clusterfuck	negative	 Hin Hin Hin Eng Eng Eng Eng Eng Eng Hin Hin Eng Eng Eng Eng Eng Eng Eng Eng
266	@ asadowaisi @ PMOIndia Mp me govt kamalnath ki h ... Wese ek or video viral h jisme aapke shantidut bhai ek dukandar … https // t . co / doLm3ODDCs	negative	 O Hin O Hin Hin Eng Eng Hin Hin Eng O Eng Hin Eng Eng Eng Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Eng O Eng
282	@ idevadhikari Dev da tmr new movie song Ami tmk valobasi I really loved ❤😘 a lot 😍😘☺❤💓	neutral	 O Hin Hin Hin Hin Eng Eng Eng Hin Hin Hin Hin Eng Eng O Eng Eng O
287	Abe BC kya le jayenge yeh toh batah abhi 😜 # PAKvWI Babaji Ka Thullu 😂 https // t . co / RtZucwCQxA	positive	 Eng Eng Hin Hin Hin Hin Hin Hin Hin EMT O Hin Hin Hin Hin O Eng O Eng O Eng O Eng
301	I hope I see my baby this weekend but highly doubt it 🥺 ugh	neutral	 Eng Eng Hin Hin Hin Hin Eng Eng Eng Eng Eng Eng O Hin
303	@ DesiStupides Teri ma ka sakinaka tujhe Bhadi chinta ho rahi aaj ab 2014 se pehle bhadve log bethe the tab tu dudh … https // t . co / NE5QxI2ArO	negative	 O Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Eng Hin Hin Hin O Eng O Eng O Hin O Hin
313	@ RubikaLiyaquat Isko zammene chayiye bus dogma hai ye kabhi akhilesh ki tareef karta hai aur kabhi rahul me pm dikh … https // t co / hIrIgg0WnT	neutral	 O Hin Hin Hin Hin Hin Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng Hin O Hin
331	@ AskAnshul Jai Shri Ram Jai Shri Krishna Jai Bajrang Bali Jai Bholenath !!! Hum log Bolne lage to rukenge nahi … https // t co / aTYbGSp5qe	negative	 O Hin Hin Hin Hin Hin Hin Eng Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin Hin O Eng O Eng Eng O Eng
337	@ praneeth _ rao @ IndiaHistorypic Hindi tumhari bass ki nahi . Nahi seekh paoge . Darte ho kahin Hindi me marks hi nahi … https // t . co / 23t3ylApsE	negative	 O Eng O Eng O Eng Hin Hin Hin Hin Hin O Hin Hin Hin O Hin Hin Hin Hin Hin Eng Hin Eng O Eng O Eng O Hin O Hin
344	@ TalhaGhouri786 @ shahidmemon20 Hamyat tu khota khor corrupt ganje ki bhi kerte thy kia ukhar lia unhon ne ....... Lanat tere te patwari	negative	 O Eng O Eng Eng Hin Hin Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin
347	RT @ shirai _ io On sale today # NXTTakeOverXXV !! It ’ s my entrance mask . quality is very very nice 👍🏻 Even back side too . Coming soon @ WW …	positive	 Eng O Hin O Hin Hin Eng Eng O Eng O Eng O Hin Eng Eng Eng O Eng Eng Eng Hin Eng O Eng Eng Eng Eng O Eng Eng O Eng O
348	@ Alee _ Ch1 @ SHABAZGIL Pakeeza language ka istemaal tu koi Nooni bhayoon se poochhay Youthie pe aewen e criticism karte Hain . Yeh bhi sahb	neutral	 O Eng O Eng O Hin Hin Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Eng Eng Eng Hin Hin O Hin Hin Eng
352	@ SenTi _ GuLwisH Nahi wo is news ko defend kerne ki koshesh ker rhe hain https // t . co / uxIfr8Z0ZF	neutral	 O Hin O Hin Hin Hin Eng Eng Eng Eng Eng Hin Hin Hin Hin Eng Eng O Eng O Eng O Eng
353	RT @ vikas _ murali @ sardesairajdeep Noone cares We will boycott world cup till # Nesamani recovers and his attacker Krishnamurthy is arreste …	neutral	 Eng O Hin O Hin O Hin Hin Eng Eng Eng Eng Eng Eng Eng O Eng Eng Eng Eng Eng Eng Eng Eng O
359	@ M _ AHMAD884 @ shahnaveid 1971 😂🤣🤣 Lulli hoti nahi khadi Baten karalo badi badi https // t . co / NNkAZEEx3x	neutral	 O Eng O Eng O Eng O O Hin Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Hin O Hin
362	RT @ FaizanSays23 Dho diya ashk-e-nadamat ne gunahon ko meray tar hua daman to baare paak daman ho gaya . ~ Momin khan Momin	neutral	 Eng O Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Hin Hin Hin Hin Hin O O Hin Hin Hin
373	@ kanhaiyakumar @ kanhaiyakumar beta nafrat tum jaise jahil ( illiterate ) failate hain Pata nhi kon si phd chal rhi h … https // t co / j8puwJMrNv	negative	 O Hin O Hin Hin Hin Hin Hin Hin O Eng O Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng Hin O Hin
404	@ MirchiSayema One of my favorites too . Another one at the beginning of the movie . Chhoti-chhoti chitrayi yaadein … https // t . co / sLaOp3nBIi	positive	 O Hin Hin Eng Eng Eng Eng O Eng Eng Eng Eng Eng Eng Eng Eng O Hin Hin Hin O Eng O Eng O Hin O Hin
414	@ waseemAli0007 @_ Mansoor _ Ali @ ImranKhanPTI Tera nam taray ander ki jalan btaa raha hai . Sari duniya main oil price … https // t . co / yTXZdq5Rbz	negative	 O Eng O Eng O Hin O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Hin Hin Hin Eng Eng O Eng O Eng O Eng O Eng
428	@ cbhanp . JAI BHEEM . . Great News for BAHUJAN KUMBKARNAAS becoz of whom this is in Happening . This is the Kick St … https // t . co / 3rxsK19BVd	neutral	 O Hin O Hin Hin O O Eng Eng Hin Hin Hin Hin Eng Eng Eng Eng Eng Eng O Eng Eng Eng Eng Eng O Eng O Eng O Eng O Eng
430	don ’ t u love when the one person that gave a fuck about u is dead -)	neutral	 Hin O Hin Hin Hin Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng O
434	@ maham _ zaini _ @ peaceforchange En ki zalalat ki daastano se tareekh k aoraaq bhare pare hai behna ye aise nahi samaj … https // t . co / KV53ldcyTY	positive	 O Hin O Eng O O Eng Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Eng O Eng
439	@ Tang _ color Tum india wale sari yahi sochti ho ki Pakistan wale atankistan h par nhi kuch he log lagti h thik Pakistani bhuta achi h	positive	 O Eng O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng
441	@ sardanarohit Rohit bhai I am your big fan Want to meet you	positive	 O Hin Hin Hin Hin Hin Eng Eng Eng Hin Eng Eng Hin
450	@ bavS9ZSdtS9YtXz ma lanat bhejta hn tun pe or tmare harami leader niazi pe	negative	 O Eng Eng Hin Hin Hin Hin Eng Eng Hin Hin Eng Eng Hin
451	@ I _ dont _ slay @ ATSBB 🤣🤣🤣🤣🤣 Inta seriously nahi leneka segments ko Segments are pure fun 80% nonsense and only cast makes sense	negative	 O Hin O Eng O Eng O Eng O Eng Eng Hin Eng Eng Eng Eng Eng Hin Eng O Eng Eng Eng Eng Eng Eng
452	@ KRKBoxOffice @ kamaalrkhan @ itsBhushanKumar @ ZeeMusicCompany Kutta bhonkne lga bhaiyo firse ....... sale gale me patt … https // t . co / qYfZx4O0WL	negative	 O Eng O Eng O Hin O Eng Hin Hin Hin Hin Hin O Hin Hin Hin Hin O Eng O Eng O Eng O Eng
462	@ shoaib100mph World cup mein mard nahi khusre gae hein jo larna nahi Twitter per @ ZAbbasOfficial k sath talian bajana jaante hein	negative	 O Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng O Eng Eng Hin Hin Hin Hin Hin
466	@ BeingSalmanKhan Bhaijaan ji please mein apka bahot bahot bada fan hoon please meri Jindagi bachalijiye please mein … https // t . co / Y4sXTj6duO	neutral	 O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng O Eng O Eng
489	@ BabaJotwani The scene where sahil proposed to vedika ... That Dialogue was magical indeed coz I haven't heard that … https // t . co / 6jP3eglA5d	positive	 O Hin Eng Eng Eng Eng Eng Eng Hin O Hin Eng Eng Eng Eng Hin Eng Eng Eng Eng O Eng O Eng O Eng O Eng
495	@ yadavdimples @ kanhaiyakumar @ pbhushan1 A bhauji tohra ka haal ba tu kahe Ludhak gailu .... Eka matlab Akhilesh bha … https // t . co / i2j34CV3pX	neutral	 O Hin O Eng O Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin O Eng O Eng O Eng O Eng
497	Scratch that . KFC ke bhi auqaat nahi rahee after today's defeat - pesay doob gayee Sarfi ke chakaar main . Andaay … —… https // t . co / Nw2A4ipBBe	negative	 Eng Eng O Eng Hin Hin Hin Hin Hin Eng Eng Eng O Eng Hin Hin Hin Hin Hin Hin O Eng O O Eng O Eng O Hin O Eng
505	RT @ aakashsoni786 # DSSCampaignAgainstDrugAbuse @ Gurmeetramrahim Papa Ji Aj Mera P hd Entrance Exam Tha Ap Ji Ki Rehmt se Bahut Acha ho gy …	positive	 Eng O Eng O Eng O Eng Hin Hin Hin Hin Hin Eng Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O
508	To all muslim sab e qadar mubarak 💓💓💓 https // t . co / 0NKi2uqqVE	positive	 Hin Eng Eng Hin Hin Hin Hin O Eng O Eng O Hin O Hin
512	@ Jainritesh _ rj @ abpnewshindi @ ShashiTharoor kai bar product khrab nhi hota logo ki choice khrab hoti hai product ki … https // t co / mKStT0EbgN	neutral	 O Eng O Eng O Hin O Hin Hin Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Eng O Eng O Eng Hin O Hin
531	Aaiye Aapka Intezaar Tha .... DAMN !!!!! Kitna khoobsurat hai yeh ladka . Mashallah 😘😘😘 Can't wait for new season … https // t . co / mJxckM1CAo	positive	 Hin Hin Hin Hin O Hin O Hin Hin Hin Hin Hin O Hin O Eng Eng Eng Eng Eng O Eng O Eng O Eng O Eng
532	RT @ Being _ Zeeshan09 Love u Bhaijan ... Father + son .. # Bharat # IAmBharat BEST Pic From Entire # Promotions ... Mashallah 👌♥🔥 https // t . co / o6d …	positive	 Eng O Eng O Eng Eng Hin Hin O Eng O Eng O O Hin O Hin Hin Eng Eng Eng O Eng O Eng O Eng O Eng O Eng O Eng O
559	@ BaBoo _ sAhEb _ To Tera jat talbani Jess harqate kyu Kar tahe masum logo ko kyu Marta tab Tera ammi kaha Mar jate he … https // t . co / 74Zn3UNmDh	negative	 O Hin O Hin O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Eng O Eng
561	@ ANI Mazhab ke naam par Election jeetna koi bada kaarnama nahi hota A message to @ asadowaisi and @ narendramodi https // t . co / RRMXHuYnUU	negative	 O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Eng O Hin Eng O Eng Eng O Eng O Hin O Hin
566	@ phata _ dhol __ Seriously one of the best post i have seen . Bravo nd respect	positive	 O Hin O Hin O Eng Eng Eng Eng Eng Eng Hin Eng Eng O Eng Eng Eng
569	RT @ 1RockChickie May Allah bless us all with strong imaan taqwa piety a pure heart and good manners . 🌹 Ya Allah give me eyes that se …	positive	 Eng O Eng Eng Eng Eng Eng Eng Eng Hin Hin Eng Eng Eng Eng Eng Eng Eng Eng O O Hin Eng Eng Hin Eng Eng Hin O
570	Chiller man giving big jhtka # NSEcoloScam has made it a laughing stock @ firstpost @ aajtak @ anjanaomkashyap https // t . co / HLOCU0zKQJ	neutral	 Eng Eng Eng Eng Hin O Hin Eng Eng Eng Eng Eng Eng O Eng O Hin O Hin Eng O Eng O Eng O Eng
577	RT @ omcswe u do things for ppl u adore because u just want to . it's not a transaction . it's not give & take . u do because it's what u r su …	neutral	 Eng O Hin Hin Hin Eng Eng Hin Hin Eng Eng Hin Hin Eng Eng O Eng Eng Eng Eng O Eng Eng Eng O Hin O Hin Hin Eng Eng Eng Hin Hin Hin O
583	@ GeetaJo03646903 Apne desh ke logo ko thug kar Chala Sanjeev Kapoor world cup dekne	negative	 O Eng Eng Hin Hin Hin Hin Hin Hin Hin Eng Eng Eng Hin Hin
591	@ aajtak ab ye btaega . isse pucho tere jiyne b MLA hai usme se gina hindu MLA kaunsa hai teri muslim awaadi wale gaao … https // t . co / 5FIJFBYoJk	neutral	 O Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Eng O Eng
614	@ Aye _ Haaa No lie I think you should buy a new pair bc I haven ’ t put these shits on the charger in a minute 😂	neutral	 O Hin O Hin Hin Eng Hin Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng O Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng O
619	@ fahadmustafa26 @ aijazz7 @ faysalquraishi @ Jerjees Bhai yeah glasses wali admi kon hai jo appki har pic main hota hai ...?	neutral	 O Eng O Hin O Hin O Eng Hin Hin Eng Hin Hin Hin Hin Hin Hin Hin Eng Hin Hin Hin O
620	RT @ bhattd77 @ MamtaOfficial @ TajinderBagga @ Sumita09445393 Mumta Bano Mhatma Ghandhi ki smadhi pe nhi jayegi kyu ? Vhan Ghandhi ji ke akhi …	neutral	 Eng O Eng O Eng O Eng O Eng Eng Hin Hin Eng Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin O
626	@ Deepak151089 @ Beingmemyself @ UrvashiKothari1 @ LynchNashun @ waglenikhil India me to modi ji aaane k baad muslims sa … https // t co / gLUFjl0Ge3	neutral	 O Eng O Eng O Hin O Eng O Eng Hin Eng Hin Hin Hin Hin Hin Hin Eng Eng O Eng O Eng Hin O Hin
628	Boy kiya age hy tmhri ✴❔❓⁉ Girl 17❗😏 Boy be mine . I LOVE YOU 😗❤💓 Girl I'm taken 💏 Boy abhi tmhri umer hi … https // t . co / IlBOuFff39	neutral	 Eng Hin Hin Hin Hin O Hin O Eng Eng Eng O Hin Hin Hin O Hin Eng Eng O Eng Hin Hin Hin Eng O Eng O Eng O Hin O Hin
651	@ undefined _ here @ SyedaSaba12 @ Syed _ Ali _ 9 BTW kisi jhootay maseeha ko maseeha man leny sy qafir nahi ho jata koi .. K … https // t . co / 6UANAmRvn2	negative	 O Eng O Eng O Eng O Eng O Eng O O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Eng O Hin O Hin
655	Mc hai sala @ imVkohli sale lo jyada ghamand hai .. Kuch din ruk sale tera ghamand dur ho jayega .. https // t . co / Bek19Z9oR3	neutral	 Hin Hin Hin O Eng Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Eng O Eng
662	@ Shaan _ pathan _ 14 @ DwivediAnukriti Ikk toh sarkar job ni de rhi or upper se apne india ke log kaam karna nahi chahat … https // t . co / zfkm4obLd6	neutral	 O Hin O Hin O O O Hin Hin Hin Hin Hin Hin Hin Hin Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Eng O Eng
669	@ RJDforIndia Han Chara ghotale mein bhi to laloo ne kitney hi gavahon ki maut ke ghat utar Diya that	negative	 O Eng Eng Hin Hin Hin Hin Hin Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng
677	🏵️ Good Morning @ Gurmeetramrahim papa ji plz bless me more sewa sumiran parmarth ka bal bakhshna ji Dhan dhan sa … https // t co / 5HrgLfFwzb	positive	 O Eng Eng O Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng Eng O Eng
685	@ mona _ qau Pakistani girls photo without Pakistan ka karz Ada karo Pakistani girls for Heera Mandi Mein Bata Do Karz … https // tco / X60Lm1iVfs	neutral	 O Hin O Hin Eng Eng Eng Eng Eng Hin Hin Hin Hin Hin Eng Eng Hin Hin Hin Hin Hin Hin O Eng O Eng O Eng
691	@ ur _ boi _ kdo Most unpractical and cool sword I ’ ve seen	neutral	 O Hin O Hin O Hin Eng Eng Eng Eng Eng Eng O Eng Eng
701	@ suhailswarraich Journals k bare me . Bt ki isne jbhi isko ye cripption Ka certificate dia Gaya h	positive	 O Eng Eng Eng Hin Hin O Hin Hin Hin Hin Hin Hin Eng Eng Eng Eng Hin Hin
704	@ GauravGarg888 @ PrashantMavani sir # prashant _ dhawan is kohinoor of study iq he is the best teacher of current aff … https // t co / 1Jdprmlpvi	positive	 O Eng O Eng Hin O Hin O Hin Hin Hin Eng Eng Hin Hin Eng Eng Eng Eng Eng Eng Eng O Eng O Eng Hin O Eng
734	@ ReallySwara Last checked MP me Congress ki Sarkar hai and law and order is a state subject .	neutral	 O Hin Eng Eng Eng Hin Eng Hin Hin Hin Eng Eng Eng Eng Eng Eng Eng Eng O
740	@ RAShahzad1 Yeah jo aap hamara roza kharaab karay hain na yeh uss ka notice hay lol . Allah aap ko aur aap ki family … https // t . co / 8UQl4MVHJ3	neutral	 O Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Eng Hin Hin O Hin Hin Hin Hin Hin Hin Eng O Eng O Eng O Eng O Eng
746	Desh ke gaddaro ke liye 5 saal bahut painful hoge kyoki Mota Bhai is now home minister of India 🇮🇳 💪😜😜 https // t . co / H1CxoIOYzI	neutral	 Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin Hin Hin Eng Eng Eng Eng Eng Eng O O Eng O Eng O Hin O Eng
748	🌺 Ekto aap log 😉 muskurate bhut ho ...... or sharmate 😆 bhi bhut ho ..... Dil to karta hi Aaplogon ko Eid pr bolaun ..… https // t . co / uWH4extxel	positive	 O Hin Hin Hin EMT Hin Hin Hin O Hin Hin EMT Hin Hin Hin O Hin Hin Hin Hin Hin Hin Hin Hin Eng O Eng O Eng O Eng O Eng
764	@ marvisirmed @ mjdawar Nice joke tmhare ghaddaron ko danda janay waala hai landay Ka istimal maal .. pakra hai ussay … https // t . co / IUQCnQH18j	neutral	 O Eng O Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Hin Hin Eng O Eng O Eng O Eng O Eng
765	@ sherryontopp Antar atma ko bech Diya hain jab tak beijjat karke bhagaya nahi jata tab tak nahi hilega lekin rahe … https // t co / 2tTS9F7mPx	positive	 O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng Eng O Eng
781	Khan sahab apko vote diya taky ap PM bany or Alhamdulillah ap bany bi PM 😘😘😘 magar Khan Sahab ab to gabraht ho rahi … https // t . co / JN3t2dIEno	neutral	 Hin Hin Hin Hin Hin Hin Hin Hin Eng Eng Eng Eng Hin Eng Hin O Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Hin O Hin
797	@ pnbindia sir mere a / c se 22/04/2019 ko Rs1180 /= deduct ho gaya hai kekin branch office kahta ki mai nahi janta ki k … https // t . co / DVr9Ys83Qs	neutral	 O Hin Hin Hin Eng O Hin Hin O Eng Eng O Eng Hin Hin Hin Hin Eng Eng Hin Hin Hin Hin Hin Hin Eng O Eng O Eng O Eng O Eng
800	@__ Amrann You can ’ t even be nice for a second smh 😓 salaam my love 😩	neutral	 O Hin Hin Eng O Eng Eng Eng Eng Eng Eng Eng Eng O Hin Hin Hin EMT
805	@ AmitShah @ narendramodi Aapko bahut bahut badhai ho Amitshah ji asha karte Hain ki aap bhi Modi ji ki tarah hi hama … https // t . co / 1hTGPqK2ma	neutral	 O Hin O Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng O Eng O Eng
807	@ MileyCyrus It would bring me great joy to hear your rendition of Des ’ ree ’ s “ You Gotta Be ”. Just sayin . XOXO	neutral	 O Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Hin O Hin O Hin O Hin Hin Hin O Eng Eng O Eng
809	@ MaryamNSharif Mera khayal he apki nazron se woh document nehein guzra jis me apke papa ne bahir janey keley Mushar … https // t co / ah7L8yL1jj	neutral	 O Hin Hin Hin Hin Hin Hin Hin Hin Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Eng O Eng Eng O Eng
818	RT @ amnajhk no one no one at all jane the virgin narrator i knoOW ! straight out of a telenovela right ?????	neutral	 Hin O Hin Hin Eng Eng Eng Eng Eng Hin Eng Eng Eng Eng Hin O Eng Eng Eng Eng Eng Eng O
822	@ RajivBrar1810 @ addatoday @ ajaydevgn @ Rakulpreet Bhai plz bhagwan kre # Bharat acchi movie ho qki # dedepyarde jitna … https // t co / bAac04J8Yo	neutral	 O Eng O Eng O Hin O Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin O Hin Hin O Eng O Eng Eng O Eng
824	RT @ GuruOfficial Wishing my bro @ officialvee a very happy birthday . Many more hits on the way together 🙏😊 THANKYOU for giving music to so …	positive	 Eng O Eng Eng Eng Eng O Eng Eng Eng Hin Hin O Eng Eng Eng Eng Eng Eng Hin O Hin Hin Eng Eng Eng Hin O
842	RT @ arydigitalasia Apki aik gawahi ne Mannat ko pagal saabit kerdia hai ... Watch # Cheekh tonight at 1000 PM only on # ARYDigital https /…	neutral	 Eng O Eng Hin Hin Hin Hin Hin Hin Hin Hin Hin Hin O Hin O Hin Hin Eng O Eng Eng Eng O Eng Eng O
851	just listened to my first jojo siwa song ............. i am a fan lol	neutral	 Eng Eng Eng Eng Hin Hin Hin Hin O Eng Hin Eng Eng Hin
856	@ RamshaOfficial Sara masla is hi bande ki wajh se hai .. yehi fasad ki jar hai ... is ko team nhe chalane ati ... In palyers ka aps men hasd hai	neutral	 O Eng Eng Hin Hin Hin Hin Hin Hin Hin Hin O Hin Hin Hin Hin Hin O Hin Hin Eng Hin Hin Hin O Eng Eng Hin Eng Eng Hin Hin
866	@ Being _ SK _ Chetan @ taran _ adarsh Abe chutiye tera criminal jaisa ghatiya publicity stunt to nhi kr rha h n jo unneces … https // t . co / qP8ZPE3PIY	negative	 O Eng O Hin O Hin O Hin O Hin Hin Hin Hin Eng Hin Hin Eng Eng Eng Hin Hin Hin Eng Hin Hin Eng O Eng O Eng O Eng O Eng
